"id","class_id","class_date","start","end","allowed","minimum_students","cancel_class_before_due_to_min_student_hour","cancel_class_before_due_to_min_student_minute","repeat","session_timings","booking_start","booking_start_minute","booking_end","booking_end_minute","cancel_start","cancel_start_minute","cancel_end","cancel_end_minute","attendace_before_hour","attendace_before_minute","attendace_after_hour","attendace_after_minute","session_end_date","choose_period","week_days","month_days","status","updated_at","created_at"
"118","123","2023-09-01 00:00:00",NULL,NULL,"20",NULL,NULL,NULL,"0","{""1"":{""start"":[""10:00"",""20:00""],""end"":[""12:00"",""21:00""]},""2"":{""start"":[""12:00""],""end"":[""13:00""]},""3"":{""start"":[""10:00"",""21:00""],""end"":[""12:00"",""22:00""]},""4"":{""start"":[""10:00""],""end"":[""12:00""]},""5"":{""start"":[""20:00""],""end"":[""21:00""]},""6"":{""start"":[""12:00""],""end"":[""13:00""]}}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2023-12-31 00:00:00",NULL,"[""1"",""2"",""3"",""4"",""5"",""6""]",NULL,"a","2023-09-09 21:06:17","2023-09-09 21:06:17"
"120","126","2023-09-01 00:00:00",NULL,NULL,"30",NULL,NULL,NULL,"0","{""1"":{""start"":[""10:00""],""end"":[""11:00""]},""5"":{""start"":[""10:00""],""end"":[""11:30""]}}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2023-09-30 00:00:00",NULL,"[""1"",""5""]",NULL,"a","2023-09-11 22:05:55","2023-09-11 22:05:55"
"123","125","2023-09-13 00:00:00",NULL,NULL,"50","2","24","30","0","{""1"":{""start"":[""10:00""],""status"":[""1""],""end"":[""11:00""]},""3"":{""start"":[""16:00""],""status"":[""1""],""end"":[""17:00""]}}","5","5","5","5","5","5","5","5","5","5","5","5","2023-09-30 00:00:00",NULL,"[""3""]",NULL,"a","2023-09-14 10:05:45","2023-09-12 15:20:04"
"124","132","2023-09-01 00:00:00",NULL,NULL,"30",NULL,NULL,NULL,"0","{""1"":{""start"":[""10:00""],""status"":[""1""],""end"":[""11:00""]},""3"":{""start"":[""10:00""],""status"":[""1""],""end"":[""11:00""]},""5"":{""start"":[""10:00""],""status"":[""1""],""end"":[""11:00""]}}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2023-09-30 00:00:00",NULL,"[""1"",""3"",""5""]",NULL,NULL,"2023-09-13 09:33:41","2023-09-13 08:39:14"
"125","129","2023-09-04 00:00:00",NULL,NULL,"30",NULL,NULL,NULL,"0","{""1"":{""start"":[""18:20""],""status"":[""1""],""end"":[""19:00""]},""3"":{""start"":[""18:20""],""end"":[""19:00""]}}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"18","0","21","30","2024-07-31 00:00:00",NULL,"[""1"",""3""]",NULL,NULL,"2023-09-13 11:17:13","2023-09-13 11:14:19"
"126","130","2023-09-05 00:00:00",NULL,NULL,"30",NULL,NULL,NULL,"0","{""2"":{""start"":[""19:00""],""status"":[""1""],""end"":[""19:50""]},""4"":{""start"":[""19:00""],""status"":[""1""],""end"":[""19:50""]}}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"18","0","21","30","2024-07-30 00:00:00",NULL,"[""2"",""4""]",NULL,NULL,"2023-09-13 11:16:56","2023-09-13 11:16:38"
"129","138","2023-09-17 00:00:00",NULL,NULL,"30",NULL,NULL,NULL,"0","{""1"":{""start"":[""14:00""],""end"":[""16:00""]},""3"":{""start"":[""14:00""],""end"":[""16:00""]}}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2023-12-17 00:00:00",NULL,"[""1"",""3""]",NULL,"a","2023-09-17 10:43:44","2023-09-17 10:43:44"
"130","139","2023-09-01 00:00:00",NULL,NULL,"40",NULL,NULL,NULL,"0","{""1"":{""start"":[""12:00""],""end"":[""13:00""]},""3"":{""start"":[""12:00""],""end"":[""13:00""]},""5"":{""start"":[""12:00""],""end"":[""13:00""]}}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2023-09-30 00:00:00",NULL,"[""1"",""3"",""5""]",NULL,"a","2023-09-19 04:22:55","2023-09-19 04:22:55"
"131","141","2023-09-01 00:00:00",NULL,NULL,"30",NULL,NULL,NULL,"0","{""1"":{""start"":[""10:00""],""end"":[""11:00""]},""3"":{""start"":[""10:00""],""end"":[""11:00""]}}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2023-09-30 00:00:00",NULL,"[""1"",""3""]",NULL,"a","2023-09-19 20:30:12","2023-09-19 20:30:12"
"132","142","2023-09-01 00:00:00",NULL,NULL,"40",NULL,NULL,NULL,"0","{""1"":{""start"":[""10:00""],""end"":[""11:00""]},""2"":{""start"":[""10:00""],""end"":[""11:00""]},""3"":{""start"":[""10:00""],""end"":[""11:00""]},""4"":{""start"":[""10:00""],""end"":[""11:00""]},""5"":{""start"":[""10:00""],""end"":[""11:00""]}}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2023-09-30 00:00:00",NULL,"[""1"",""2"",""3"",""4"",""5""]",NULL,"a","2023-09-20 09:22:56","2023-09-20 09:22:56"
"133","148","2023-11-01 00:00:00",NULL,NULL,"40",NULL,NULL,NULL,"0","{""6"":{""start"":[""12:00""],""end"":[""14:00""]}}","200","0","0","15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2024-12-31 00:00:00",NULL,"[""6""]",NULL,"a","2024-08-04 17:58:24","2023-11-01 10:00:18"
"134","143","2023-11-01 00:00:00",NULL,NULL,"40",NULL,NULL,NULL,"0","{""2"":{""start"":[""19:45""],""end"":[""21:00""]},""4"":{""start"":[""19:45""],""end"":[""21:00""]},""5"":{""start"":[""19:45""],""end"":[""21:00""]}}","200","0","0","15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2024-12-31 00:00:00",NULL,"[""2"",""4"",""5""]",NULL,"a","2024-08-04 17:57:41","2023-11-01 10:03:28"
"135","145","2023-11-01 00:00:00",NULL,NULL,"40",NULL,NULL,NULL,"0","{""1"":{""start"":[""17:15""],""end"":[""18:00""]},""3"":{""start"":[""17:15""],""end"":[""18:00""]}}","200","0",NULL,"15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2024-12-31 00:00:00",NULL,"[""1"",""3""]",NULL,"a","2024-08-04 17:58:02","2023-11-01 10:05:56"
"136","146","2023-11-01 00:00:00",NULL,NULL,"40",NULL,NULL,NULL,"0","{""1"":{""start"":[""18:00""],""end"":[""19:00""]},""3"":{""start"":[""18:00""],""end"":[""19:00""]}}","200","0","0","15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2024-12-31 00:00:00",NULL,"[""1"",""3""]",NULL,"a","2024-08-04 17:58:15","2023-11-01 10:06:56"
"137","147","2023-11-01 00:00:00",NULL,NULL,"40",NULL,NULL,NULL,"0","{""2"":{""start"":[""17:30""],""end"":[""18:30""]},""4"":{""start"":[""17:30""],""end"":[""18:30""]}}","200",NULL,"0","15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2023-12-31 00:00:00",NULL,"[""2"",""4""]",NULL,"a","2023-11-01 10:09:04","2023-11-01 10:09:04"
"138","144","2023-11-01 00:00:00",NULL,NULL,"40",NULL,NULL,NULL,"0","{""1"":{""start"":[""21:00""],""end"":[""22:00""]},""2"":{""start"":[""21:00""],""end"":[""22:00""]},""3"":{""start"":[""21:00""],""end"":[""22:00""]},""4"":{""start"":[""21:00""],""end"":[""22:00""]},""5"":{""start"":[""21:00""],""end"":[""22:00""]},""6"":{""start"":[""11:00""],""end"":[""12:00""]}}","200","0",NULL,"15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2024-12-31 00:00:00",NULL,"[""1"",""2"",""3"",""4"",""5"",""6""]",NULL,"a","2024-08-04 17:57:50","2023-11-01 10:10:58"
"139","5","2025-02-10 00:00:00",NULL,NULL,"30",NULL,NULL,NULL,"0","{""2"":{""start"":[""10:00"",""20:00""],""status"":[""1"",""1""],""end"":[""11:30"",""21:30""]},""4"":{""start"":[""10:00""],""status"":[""1""],""end"":[""11:30""]},""5"":{""start"":[""19:00""],""status"":[""1""],""end"":[""20:30""]}}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2026-06-30 00:00:00",NULL,"[""1"",""2"",""3"",""4"",""5"",""6""]",NULL,"a","2026-05-31 13:00:50","2023-11-11 10:48:43"
"140","2","2025-02-10 00:00:00",NULL,NULL,"30",NULL,NULL,NULL,"0","{""1"":{""start"":[""10:00""],""status"":[""1""],""end"":[""11:30""]},""3"":{""start"":[""10:00""],""status"":[""1""],""end"":[""11:30""]},""4"":{""start"":[""19:00""],""end"":[""20:30""]},""5"":{""start"":[""10:00""],""status"":[""1""],""end"":[""11:30""]},""6"":{""start"":[""11:00""],""status"":[""1""],""end"":[""12:30""]}}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2026-06-30 00:00:00",NULL,"[""1"",""2"",""3"",""4"",""5"",""6""]",NULL,"a","2026-05-31 13:00:11","2023-11-11 10:52:38"
"143","148","2024-01-03 00:00:00",NULL,NULL,"40","32","32","3","0",NULL,"1","2","2","2","2","2","2","3","1","1","2","2","2024-12-31 00:00:00",NULL,"[""1""]",NULL,"a","2024-08-04 17:58:38","2024-01-03 11:10:50"
"144","148","2024-01-03 00:00:00",NULL,NULL,"40","32","32","3","0",NULL,"1","2","2","2","2","2","2","3","1","1","2","2","2024-12-31 00:00:00",NULL,"[""1""]",NULL,"a","2024-08-04 17:58:50","2024-01-03 11:10:50"
"145","148","2024-01-03 00:00:00",NULL,NULL,"40","32","32","3","0",NULL,"1","2","2","2","2","2","2","3","1","1","2","2","2024-12-31 00:00:00",NULL,"[""1""]",NULL,"a","2024-08-04 17:59:00","2024-01-03 11:10:50"
"146","149","2024-01-01 00:00:00",NULL,NULL,"25","5","1","0","0","{""1"":{""start"":[""10:00""],""end"":[""11:30""]},""3"":{""start"":[""10:00""],""end"":[""11:30""]},""5"":{""start"":[""10:00""],""end"":[""11:30""]}}","48",NULL,"0","55","24",NULL,"5",NULL,NULL,NULL,NULL,NULL,"2024-12-31 00:00:00",NULL,"[""1"",""3"",""5""]",NULL,"a","2024-01-28 12:24:39","2024-01-28 12:24:39"
"147","74","2024-02-27 00:00:00",NULL,NULL,"20","0","4","0","0","{""2"":{""start"":[""18:00""],""status"":[""1""],""end"":[""19:00""]},""6"":{""start"":[""12:00""],""status"":[""1""],""end"":[""13:00""]}}","1680",NULL,"0","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2030-02-27 00:00:00",NULL,"[""2"",""6""]",NULL,"a","2024-07-23 09:21:15","2024-02-27 09:34:53"
"152","150","2024-03-20 00:00:00",NULL,NULL,"30",NULL,NULL,NULL,"0","{""1"":{""start"":[""07:00"",""19:00""],""status"":[""1"",""1""],""end"":[""08:00"",""21:00""]},""3"":{""start"":[""07:00"",""19:00""],""status"":[""1"",""1""],""end"":[""08:00"",""21:00""]},""5"":{""start"":[""07:00"",""19:00""],""status"":[""1"",""1""],""end"":[""08:00"",""21:00""]}}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2024-04-29 00:00:00",NULL,"[""1"",""3"",""5""]",NULL,"a","2024-03-29 11:39:42","2024-03-27 18:28:12"
"154","151","2024-04-02 00:00:00",NULL,NULL,"30",NULL,NULL,NULL,"0","{""2"":{""start"":[""20:00""],""status"":[""1""],""end"":[""21:00""]},""4"":{""start"":[""20:00""],""status"":[""1""],""end"":[""21:00""]}}","1680",NULL,"1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2029-10-02 00:00:00",NULL,"[""2"",""4""]",NULL,"a","2024-07-23 09:20:34","2024-04-02 14:08:20"
"156","153","2024-05-01 00:00:00",NULL,NULL,"5",NULL,NULL,NULL,"0","{""1"":{""start"":[""10:00""],""end"":[""11:00""]},""3"":{""start"":[""10:00""],""end"":[""11:00""]},""5"":{""start"":[""10:00""],""end"":[""11:30""]}}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2024-12-31 00:00:00",NULL,"[""1"",""3"",""5""]",NULL,"a","2024-05-02 20:50:56","2024-05-02 20:50:56"
"158","69","2024-05-31 00:00:00","10:00:00","11:00:00","30",NULL,NULL,NULL,"1",NULL,"238",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"a","2024-05-29 10:44:28","2024-05-29 10:44:28"
"159","155","2024-06-01 00:00:00",NULL,NULL,"30",NULL,NULL,NULL,"0","{""4"":{""start"":[""18:30""],""status"":[""1""],""end"":[""20:00""]},""6"":{""start"":[""09:30""],""status"":[""1""],""end"":[""11:00""]}}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2024-12-31 00:00:00",NULL,"[""4"",""6""]",NULL,"a","2024-10-16 23:07:51","2024-06-16 14:51:06"
"161","158","2024-07-03 00:00:00",NULL,NULL,"30",NULL,NULL,NULL,"0","{""1"":{""start"":[""10:00""],""end"":[""12:00""]},""3"":{""start"":[""10:00""],""end"":[""12:00""]},""5"":{""start"":[""10:00""],""end"":[""12:00""]}}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2024-12-31 00:00:00",NULL,"[""1"",""3"",""5""]",NULL,"a","2024-07-03 01:46:20","2024-07-03 01:46:20"
"163","160","2024-07-21 00:00:00",NULL,NULL,"30","10",NULL,NULL,"0","{""1"":{""start"":[""18:20""],""status"":[""1""],""end"":[""19:00""]},""3"":{""start"":[""18:20""],""status"":[""1""],""end"":[""19:00""]},""0"":{""start"":[""12:00""],""end"":[""13:00""]}}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-07-30 00:00:00",NULL,"[""1"",""3"",""0""]",NULL,"a","2024-07-21 12:43:41","2024-07-21 06:53:55"
"169","167","2024-10-01 00:00:00",NULL,NULL,"30",NULL,NULL,NULL,"0","{""1"":{""start"":[""09:30"",""18:00""],""end"":[""10:30"",""19:00""]},""3"":{""start"":[""09:30"",""18:00""],""end"":[""10:30"",""19:00""]},""5"":{""start"":[""09:30"",""18:00""],""end"":[""10:30"",""19:00""]}}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2024-12-31 00:00:00",NULL,"[""1"",""3"",""5""]",NULL,"a","2024-10-07 17:04:30","2024-10-07 17:04:30"
"170","168","2024-10-01 00:00:00",NULL,NULL,"30",NULL,NULL,NULL,"0","{""1"":{""start"":[""10:30"",""19:00""],""end"":[""11:30"",""20:00""]},""2"":{""start"":[""11:30"",""20:00""],""end"":[""12:30"",""21:00""]},""3"":{""start"":[""10:30"",""19:00""],""end"":[""11:30"",""20:00""]},""4"":{""start"":[""11:30"",""20:00""],""end"":[""12:30"",""21:00""]},""5"":{""start"":[""10:30"",""19:00""],""end"":[""11:30"",""20:00""]}}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2024-12-31 00:00:00",NULL,"[""1"",""2"",""3"",""4"",""5""]",NULL,"a","2024-10-07 17:11:00","2024-10-07 17:11:00"
"171","169","2024-10-01 00:00:00",NULL,NULL,"30",NULL,NULL,NULL,"0","{""1"":{""start"":[""11:30"",""20:00""],""end"":[""12:30"",""21:00""]},""2"":{""start"":[""10:30"",""19:00""],""end"":[""11:30"",""20:00""]},""3"":{""start"":[""11:30"",""20:00""],""end"":[""12:30"",""21:00""]},""4"":{""start"":[""10:30"",""19:00""],""end"":[""11:30"",""20:00""]},""5"":{""start"":[""11:30"",""20:00""],""end"":[""12:30"",""21:00""]}}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2024-12-31 00:00:00",NULL,"[""1"",""2"",""3"",""4"",""5""]",NULL,"a","2024-10-07 17:15:12","2024-10-07 17:15:12"
"172","170","2024-10-01 00:00:00",NULL,NULL,"30",NULL,NULL,NULL,"0","{""2"":{""start"":[""18:00""],""end"":[""19:00""]},""4"":{""start"":[""18:00""],""end"":[""19:00""]}}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2024-12-31 00:00:00",NULL,"[""2"",""4""]",NULL,"a","2024-10-07 17:16:40","2024-10-07 17:16:40"
"173","171","2024-10-01 00:00:00",NULL,NULL,"30",NULL,NULL,NULL,"0","{""1"":{""start"":[""16:00""],""end"":[""17:00""]},""3"":{""start"":[""16:00""],""end"":[""17:00""]}}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2024-12-31 00:00:00",NULL,"[""1"",""3""]",NULL,"a","2024-10-07 17:23:22","2024-10-07 17:23:22"
"174","172","2024-10-01 00:00:00",NULL,NULL,"30",NULL,NULL,NULL,"0","{""1"":{""start"":[""17:00""],""end"":[""18:00""]},""3"":{""start"":[""17:00""],""end"":[""18:00""]}}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2024-12-31 00:00:00",NULL,"[""1"",""3""]",NULL,"a","2024-10-07 17:25:20","2024-10-07 17:25:20"
"175","173","2024-10-01 00:00:00",NULL,NULL,"30",NULL,NULL,NULL,"0","{""1"":{""start"":[""19:30""],""end"":[""21:00""]},""3"":{""start"":[""19:30""],""end"":[""21:00""]},""5"":{""start"":[""19:30""],""end"":[""21:00""]}}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-03-31 00:00:00",NULL,"[""1"",""3"",""5""]",NULL,"a","2025-03-13 23:31:01","2024-10-07 20:47:02"
"176","174","2024-10-01 00:00:00",NULL,NULL,"30",NULL,NULL,NULL,"0","{""2"":{""start"":[""19:30""],""status"":[""1""],""end"":[""21:00""]},""4"":{""start"":[""19:30""],""status"":[""1""],""end"":[""21:00""]}}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-03-31 00:00:00",NULL,"[""2"",""4""]",NULL,"a","2025-03-13 23:30:49","2024-10-07 20:55:21"
"177","175","2024-10-01 00:00:00",NULL,NULL,"30",NULL,NULL,NULL,"0","{""1"":{""start"":[""11:00""],""status"":[""1""],""end"":[""12:30""]},""2"":{""start"":[""18:00""],""status"":[""1""],""end"":[""19:00""]},""3"":{""start"":[""11:00""],""status"":[""1""],""end"":[""12:30""]},""4"":{""start"":[""18:00""],""status"":[""1""],""end"":[""19:00""]},""5"":{""start"":[""11:30""],""status"":[""1""],""end"":[""12:30""]}}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-03-31 00:00:00",NULL,"[""1"",""3"",""5""]",NULL,"a","2025-03-13 23:30:43","2024-10-07 21:26:54"
"178","173","2024-10-01 00:00:00",NULL,NULL,"30",NULL,NULL,NULL,"0","{""1"":{""start"":[""10:00""],""end"":[""11:30""]},""3"":{""start"":[""10:00""],""end"":[""11:30""]},""5"":{""start"":[""10:00""],""end"":[""11:30""]}}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-03-31 00:00:00",NULL,"[""1"",""3"",""5""]",NULL,"a","2025-03-13 23:30:55","2024-10-07 21:29:02"
"179","177","2024-10-01 00:00:00",NULL,NULL,"40",NULL,NULL,NULL,"0","{""1"":{""start"":[""20:15""],""end"":[""21:15""]},""5"":{""start"":[""20:15""],""end"":[""21:15""]}}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2024-12-31 00:00:00",NULL,"[""1"",""5""]",NULL,"a","2024-10-16 23:07:14","2024-10-16 23:07:14"
"180","178","2024-10-01 00:00:00",NULL,NULL,"40",NULL,NULL,NULL,"0","{""2"":{""start"":[""20:15""],""end"":[""21:15""]},""3"":{""start"":[""20:15""],""end"":[""21:15""]}}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2024-12-31 00:00:00",NULL,"[""2"",""3""]",NULL,"a","2024-10-16 23:11:37","2024-10-16 23:11:37"
"182","179","2024-12-01 00:00:00","10:30:00","13:00:00","25",NULL,NULL,NULL,"1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"a","2024-11-19 13:32:47","2024-11-19 13:32:47"
"186","2","2025-02-08 00:00:00","11:00:00","12:30:00","30",NULL,NULL,NULL,"1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"a","2025-02-07 14:13:49","2025-02-07 14:13:49"
"187","181","2025-02-24 00:00:00",NULL,NULL,"25",NULL,NULL,NULL,"0","{""1"":{""start"":[""11:15"",""20:00""],""end"":[""12:30"",""21:30""]},""3"":{""start"":[""11:15"",""20:00""],""end"":[""12:30"",""21:30""]}}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-03-31 00:00:00",NULL,"[""1"",""3""]",NULL,"a","2025-02-26 16:32:33","2025-02-26 16:32:33"
"188","182","2025-02-24 00:00:00",NULL,NULL,"25",NULL,NULL,NULL,"0","{""2"":{""start"":[""11:15"",""20:00""],""end"":[""12:30"",""21:30""]},""4"":{""start"":[""11:15"",""20:00""],""end"":[""12:30"",""21:30""]}}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-03-31 00:00:00",NULL,"[""2"",""4""]",NULL,"a","2025-02-26 16:39:22","2025-02-26 16:39:22"
"189","183","2025-02-24 00:00:00",NULL,NULL,"30",NULL,NULL,NULL,"0","{""5"":{""start"":[""19:00""],""end"":[""20:30""]}}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-03-31 00:00:00",NULL,"[""5""]",NULL,"a","2025-02-26 16:41:53","2025-02-26 16:41:53"
"190","185","2025-03-03 00:00:00",NULL,NULL,"20",NULL,NULL,NULL,"0","{""2"":{""start"":[""19:00""],""end"":[""20:00""]},""5"":{""start"":[""18:00""],""end"":[""19:00""]}}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-03-06 00:00:00",NULL,"[""2"",""5""]",NULL,"a","2025-02-27 23:48:15","2025-02-27 23:48:15"
"191","96","2025-05-31 00:00:00","11:00:00","12:30:00","50",NULL,NULL,NULL,"1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"a","2025-05-21 13:16:56","2025-05-21 13:16:56"
"193","191","2025-11-09 00:00:00","11:00:00","13:30:00","50",NULL,NULL,NULL,"1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"a","2025-11-04 21:17:04","2025-11-04 21:17:04"
"194","191","2025-11-10 00:00:00","19:00:00","20:30:00","50",NULL,NULL,NULL,"1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"a","2025-11-04 21:17:49","2025-11-04 21:17:49"
"195","192","2026-06-06 00:00:00","11:00:00","13:00:00","100",NULL,NULL,NULL,"1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"a","2026-04-18 14:25:51","2025-11-26 07:51:53"
